engineload,coolant,vehiclespeed,rpm,obddistance,runtime,engine_torque_percent,fuel_consumption,fuel_level,fl_level,fuel_rate,fuel_economy,accelerator_pedal_pos,drivers_demand_engine_torque_percent,engine_torque_mode,adblue_level,part_of_day,date,time
10,3.64826E+12,49.546875,760.5,66548796,2133.4,6,19545.5,33.2,121.18,1.7,3.404771719,0,0,0.693147181,60.8,Morning,29-03-2024,06:21:19
10,3.09945E+12,50.4375,754.375,66549768,2133.4,6,19545.5,34.4,125.56,1.7,3.417406436,0,0,0.693147181,60.8,Morning,29-03-2024,06:22:24
30,3.36429E+12,0,784,66550184,2133.4,18,19545.5,30.8,112.42,4.8,0,0,0,0.693147181,60.8,Morning,29-03-2024,06:23:28
21,2.21045E+12,10,770.125,66550528,2133.45,14,19545.5,36.8,134.32,3.45,1.433502179,0,0,0.693147181,60.8,Morning,29-03-2024,07:23:28
74,3.09945E+12,34.4375,1166.5,66552324,2133.5,56,19546,28.4,103.66,20.55,0.964336581,68,56,1.098612289,60.8,Morning,29-03-2024,07:26:41
0,3.09945E+12,2.09375,646.875,66552724,2133.5,40,19546,32,116.8,8.25,0.110814366,0,30,2.302585093,60.8,Morning,29-03-2024,07:27:45
25,3.64826E+12,41.21875,758.625,66553340,2133.5,18,19546.5,34.8,127.02,4.7,2.272447999,0,0,0.693147181,60.8,Morning,29-03-2024,07:28:49
67,2.85266E+12,50.6875,1274.75,66554116,2133.55,52,19546.5,32,116.8,18.65,1.304948722,64.4,52,1.098612289,60.8,Morning,29-03-2024,07:29:54
65,3.64826E+12,54.40625,1367.875,66555020,2133.55,50,19547,30.8,112.42,20.65,1.28569679,64,52,2.772588722,60.8,Morning,29-03-2024,07:30:58
54,3.64826E+12,55.34375,1407.75,66556944,2133.6,42,19547,33.2,121.18,17,1.44737843,55.6,42,1.098612289,60.8,Morning,29-03-2024,07:33:08
0,3.64826E+12,61.109375,1266.5,66557848,2133.6,0,19547,32.8,119.72,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,07:34:13
64,3.09945E+12,55.25,1387.75,66558912,2133.65,49,19547.5,31.6,115.34,19.9,1.321234878,70,58,2.772588722,60.8,Morning,29-03-2024,07:35:18
20,3.9525E+12,48.921875,794,66559836,2133.65,13,19547.5,32.8,119.72,3.6,2.691110667,0,0,0.693147181,60.8,Morning,29-03-2024,07:36:22
20,3.9525E+12,52.984375,751.625,66560784,2133.65,14,19547.5,33.2,121.18,3.6,2.755971925,0,0,0.693147181,60.8,Morning,29-03-2024,07:37:27
0,3.64826E+12,56.34375,1023.375,66561716,2133.7,0,19548,32.8,119.72,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,07:38:32
78,3.64826E+12,46.59375,1172.5,66562700,2133.7,59,19548,31.6,115.34,21.75,1.138183517,71.6,60,1.098612289,60.8,Morning,29-03-2024,07:39:37
10,3.9525E+12,52.640625,766.75,66563644,2133.7,6,19548.5,32.8,119.72,1.25,3.733662314,0,0,0.693147181,60.8,Morning,29-03-2024,07:40:41
52,3.64826E+12,36.046875,913.5,66564396,2133.75,38,19548.5,31.6,115.34,0,4.840242308,82,67,2.302585093,60.8,Morning,29-03-2024,07:41:46
9,4.62657E+12,51.078125,775.875,66565312,2133.75,6,19548.5,30.8,112.42,1.65,3.457892725,0,0,0.693147181,60.8,Morning,29-03-2024,07:42:50
70,3.9525E+12,51.546875,1290.125,66566156,2133.75,55,19549,33.6,122.64,19.55,1.281909924,70.8,59,2.302585093,60.8,Morning,29-03-2024,07:43:55
10,3.09945E+12,56.75,749.75,66567232,2133.8,6,19549,33.6,122.64,1.75,3.503643555,0,0,0.693147181,60.8,Morning,29-03-2024,07:45:00
63,3.09945E+12,48.46875,1222.625,66568072,2133.8,48,19549,33.2,121.18,17.15,1.334692624,60.8,49,1.098612289,60.8,Morning,29-03-2024,07:46:05
20,3.09945E+12,57.671875,748.75,66569208,2133.85,14,19549,32.4,118.26,3.55,2.839512404,0,0,0.693147181,60.8,Morning,29-03-2024,07:47:10
20,3.9525E+12,56.171875,748.375,66570168,2133.85,14,19549,33.6,122.64,3.65,2.802175983,0,0,0.693147181,60.8,Morning,29-03-2024,07:48:15
21,3.09945E+12,64.5625,751.375,66571376,2133.85,14,19549.5,31.2,113.88,3.8,2.885367926,0,0,0.693147181,60.8,Morning,29-03-2024,07:49:20
9,3.64826E+12,44.5,763.875,66572312,2133.9,6,19549.5,36.8,134.32,1.25,3.637534764,0,0,0.693147181,60.8,Morning,29-03-2024,07:50:25
57,3.09945E+12,48.546875,1212,66573216,2133.9,44,19549.5,30,109.5,15.4,1.414695795,56,44,1.098612289,60.8,Morning,29-03-2024,07:51:29
53,3.64826E+12,53.875,1359.875,66574076,2133.9,41,19550,30.4,110.96,16.45,1.446918983,71.2,59,2.302585093,60.8,Morning,29-03-2024,07:52:34
21,3.9525E+12,3,750.125,66575604,2133.95,14,19550,33.6,122.64,3.8,0.694123254,0,0,0.693147181,60.8,Morning,29-03-2024,07:54:43
8,4.99894E+12,22.609375,1056.375,66576408,2134,12,19550.5,30,109.5,2.4,2.308038944,18,12,1.098612289,60.8,Morning,29-03-2024,07:56:51
10,4.27819E+12,45.453125,760,66577140,2134,6,19550.5,28,102.2,1.3,3.570302654,0,0,0.693147181,60.8,Morning,29-03-2024,07:57:56
26,3.64826E+12,35.765625,898.75,66577904,2134.05,20,19550.5,35.2,128.48,4.7,2.139376585,64,53,2.302585093,60.8,Morning,29-03-2024,07:59:00
67,3.9525E+12,39.578125,993.125,66578380,2134.05,44,19550.5,33.2,121.18,15.4,1.262757485,60.8,44,1.098612289,60.8,Morning,29-03-2024,08:00:04
65,4.27819E+12,40.6875,1025.5,66578952,2134.05,47,19551,27.6,100.74,15.35,1.287315357,60,48,1.098612289,60.8,Morning,29-03-2024,08:01:09
0,3.9525E+12,56.390625,1103.75,66579700,2134.1,0,19551,27.6,100.74,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:02:13
15,3.9525E+12,29.015625,869.25,66580460,2134.1,7,19551,25.6,93.44,2.6,2.533355724,0,0,0.693147181,60.8,Morning,29-03-2024,08:03:18
51,4.27819E+12,17.140625,1071.625,66581048,2134.1,39,19551.5,25.6,93.44,12,0.853417469,70.8,59,2.302585093,60.8,Morning,29-03-2024,08:04:22
0,4.62657E+12,43.5,1251.5,66581364,2134.15,0,19551.5,31.2,113.88,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:05:26
72,3.64826E+12,37.796875,1285.25,66582780,2134.2,55,19551.5,27.6,100.74,23.1,0.949332549,72.4,60,2.772588722,60.8,Morning,29-03-2024,08:07:35
24,3.09945E+12,52.59375,1338.375,66583848,2134.2,19,19552,30.4,110.96,6.05,2.273252828,78.8,66,2.302585093,60.8,Morning,29-03-2024,08:08:40
52,3.64826E+12,38.703125,974.125,66584716,2134.2,39,19552,30.8,112.42,11.95,1.436757221,74.4,62,2.302585093,60.8,Morning,29-03-2024,08:09:44
61,3.09945E+12,58.609375,1464.125,66585768,2134.25,42,19552,30.8,112.42,19.25,1.388245581,60.4,43,1.098612289,60.8,Morning,29-03-2024,08:10:50
9,3.9525E+12,57.125,796.875,66586716,2134.25,6,19552.5,34,124.1,1.65,3.550985875,0,0,0.693147181,60.8,Morning,29-03-2024,08:11:55
21,3.64826E+12,56.234375,753.5,66587740,2134.25,14,19552.5,31.6,115.34,2.85,3.06778034,0,0,0.693147181,60.8,Morning,29-03-2024,08:13:00
48,3.9525E+12,56.3125,1419.125,66589672,2134.3,36,19553,27.6,100.74,14.5,1.576075009,50.4,37,1.098612289,60.8,Morning,29-03-2024,08:15:10
0,3.64826E+12,54.90625,918,66590528,2134.3,0,19553,30.8,112.42,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:16:15
41,3.36429E+12,40.46875,1016.5,66591464,2134.35,30,19553,30.4,110.96,11.75,1.482137081,42,31,1.098612289,60.8,Morning,29-03-2024,08:17:19
0,3.36429E+12,46.515625,1215.875,66592176,2134.35,0,19553,32,116.8,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:18:24
39,3.64826E+12,34.515625,1082.875,66592700,2134.4,45,19553.5,32.4,118.26,11.85,1.51099784,58.4,53,2.302585093,60.8,Morning,29-03-2024,08:19:29
19,3.9525E+12,43.40625,764.75,66593644,2134.4,13,19553.5,31.2,113.88,3.5,2.598775814,0,0,0.693147181,60.8,Morning,29-03-2024,08:20:33
35,3.9525E+12,44.015625,1118.125,66594324,2134.4,29,19553.5,31.6,115.34,9.2,1.755632927,39.2,30,1.098612289,60.8,Morning,29-03-2024,08:21:38
0,3.36429E+12,43.875,1108.875,66595176,2134.45,0,19553.5,33.2,121.18,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:22:42
20,2.85266E+12,53.078125,747.125,66597168,2134.45,14,19554,31.2,113.88,3.65,2.743231292,0,0,0.693147181,60.8,Morning,29-03-2024,08:24:52
20,3.64826E+12,59.25,747.75,66599124,2134.5,14,19554.5,31.2,113.88,2.65,3.140998734,0,0,0.693147181,60.8,Morning,29-03-2024,08:27:03
55,3.36429E+12,51.5625,1290.875,66600016,2134.5,43,19554.5,30,109.5,14.55,1.503208975,70,58,2.302585093,60.8,Morning,29-03-2024,08:28:07
17,3.9525E+12,68.015625,761.5,66602032,2134.55,11,19554.5,30.4,110.96,2.95,3.184623991,0,0,0.693147181,60.8,Morning,29-03-2024,08:30:17
62,3.09945E+12,57.78125,1467.75,66603156,2134.6,48,19555,29.2,106.58,22.4,1.278108692,66.4,54,2.772588722,60.8,Morning,29-03-2024,08:31:22
10,3.36429E+12,51.609375,755.75,66605168,2134.6,6,19555,31.6,115.34,1.7,3.424682436,0,0,0.693147181,60.8,Morning,29-03-2024,08:33:32
0,3.36429E+12,50.3125,1285.875,66607116,2134.65,0,19555.5,30.8,112.42,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:35:42
29,3.36429E+12,33.625,839.25,66607712,2134.65,20,19555.5,30.4,110.96,5,2.040611377,54.4,45,2.302585093,60.8,Morning,29-03-2024,08:36:46
12,3.9525E+12,51.140625,818.375,66608296,2134.7,14,19555.5,31.2,113.88,3.2,2.824906882,0,0,0.693147181,60.8,Morning,29-03-2024,08:37:50
20,3.9525E+12,56.25,760.75,66609156,2134.7,14,19555.5,30.8,112.42,3.6,2.836768605,0,0,0.693147181,60.8,Morning,29-03-2024,08:38:55
10,3.64826E+12,57.234375,847.5,66611004,2134.75,6,19556,30.8,112.42,1.85,3.466468072,0,0,0.693147181,60.8,Morning,29-03-2024,08:41:05
9,3.9525E+12,60.53125,800.5,66611880,2134.75,6,19556,29.2,106.58,1.65,3.479375367,0,0,0.693147181,60.8,Morning,29-03-2024,08:42:09
12,3.64826E+12,52.203125,766.25,66612952,2134.75,8,19556.5,30,109.5,2.15,3.227665205,0,0,0.693147181,60.8,Morning,29-03-2024,08:43:15
10,3.36429E+12,52.015625,757.625,66613820,2134.75,6,19556.5,31.6,115.34,1.7,3.437509221,0,0,0.693147181,60.8,Morning,29-03-2024,08:44:19
0,3.09945E+12,37.828125,959.875,66614784,2134.8,0,19556.5,31.6,115.34,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,08:45:24
19,3.36429E+12,45.90625,804.75,66615576,2134.8,13,19556.5,31.2,113.88,3.5,2.649466113,0,0,0.693147181,60.8,Morning,29-03-2024,08:46:29
23,2.21045E+12,29.078125,754.375,66615880,2134.85,16,19557,33.2,121.18,3.95,2.191347966,0,0,0.693147181,60.8,Morning,29-03-2024,09:30:38
24,4.27819E+12,29.890625,765.375,66616576,2134.85,18,19557,29.6,108.04,4.65,2.005483799,0,0,0.693147181,60.8,Morning,29-03-2024,09:31:43
25,3.64826E+12,46.203125,767.125,66617352,2134.9,18,19557,31.6,115.34,4.8,2.3759953,0,0,0.693147181,60.8,Morning,29-03-2024,09:32:47
58,3.64826E+12,41.59375,1426.125,66617976,2134.9,45,19557.5,30,109.5,17.75,1.19593275,67.6,50,2.302585093,60.8,Morning,29-03-2024,09:33:51
20,3.64826E+12,53.90625,756,66619600,2134.9,14,19557.5,30.8,112.42,3.6,2.769287404,0,0,0.693147181,60.8,Morning,29-03-2024,09:36:01
12,3.9525E+12,17.734375,751.5,66621460,2134.95,7,19558,35.6,129.94,1.55,2.636822692,0,0,0.693147181,60.8,Morning,29-03-2024,09:38:11
26,3.36429E+12,16,764.625,66621716,2135,17,19558,32.4,118.26,4.75,1.472328698,25.2,1,0.693147181,60.8,Morning,29-03-2024,10:10:00
24,3.36429E+12,41.953125,766.25,66622380,2135,17,19558.5,31.6,115.34,4.4,2.34876767,0,0,0.693147181,60.8,Morning,29-03-2024,10:11:05
25,2.85266E+12,42.296875,768.625,66623104,2135.05,18,19558.5,29.6,108.04,4.8,2.276666181,0,0,0.693147181,60.8,Morning,29-03-2024,10:12:09
53,3.36429E+12,36.890625,920.875,66623920,2135.05,39,19558.5,26,94.9,9.65,1.565926764,69.6,58,2.302585093,60.8,Morning,29-03-2024,10:13:14
0,2.85266E+12,54.09375,992.375,66625676,2135.1,0,19559,30.8,112.42,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:15:23
10,3.64826E+12,53.421875,773.625,66626520,2135.1,6,19559,32.4,118.26,1.75,3.440079993,0,0,0.693147181,60.8,Morning,29-03-2024,10:16:29
62,3.09945E+12,57.875,1463.625,66627516,2135.15,48,19559.5,29.2,106.58,19.6,1.369056794,64.8,52,2.772588722,60.8,Morning,29-03-2024,10:17:33
56,3.36429E+12,52.015625,1304,66628404,2135.15,43,19559.5,29.6,108.04,14.85,1.494044592,61.2,48,2.302585093,60.8,Morning,29-03-2024,10:18:38
10,4.27819E+12,63.078125,749.625,66629392,2135.15,6,19559.5,32,116.8,1.75,3.545703473,0,0,0.693147181,60.8,Morning,29-03-2024,10:19:43
12,3.64826E+12,55.921875,748.75,66630520,2135.15,8,19560,29.6,108.04,1.6,3.578024259,0,0,0.693147181,60.8,Morning,29-03-2024,10:20:49
48,3.36429E+12,54.171875,1392,66631404,2135.2,37,19560,29.2,106.58,15,1.539468007,51.2,38,1.098612289,60.8,Morning,29-03-2024,10:21:53
5,3.9525E+12,52.390625,861.5,66632460,2135.2,17,19560,29.2,106.58,3.15,2.890914166,0,0,0.693147181,60.8,Morning,29-03-2024,10:22:58
58,3.64826E+12,48.5,1226.125,66633224,2135.2,44,19560.5,26.8,97.82,15.55,1.408029091,56.8,44,1.098612289,60.8,Morning,29-03-2024,10:24:03
9,3.9525E+12,54.828125,803.125,66634232,2135.25,6,19560.5,30,109.5,1.65,3.531974326,0,0,0.693147181,60.8,Morning,29-03-2024,10:25:08
9,3.64826E+12,53.53125,753.625,66636156,2135.25,6,19561,29.2,106.58,1.7,3.470910491,0,0,0.693147181,60.8,Morning,29-03-2024,10:27:18
62,3.64826E+12,59.65625,1508.5,66638160,2135.3,48,19561,26,94.9,22.45,1.286236594,77.6,65,2.772588722,60.8,Morning,29-03-2024,10:29:28
10,3.9525E+12,55.25,774.125,66640200,2135.35,6,19561.5,26.8,97.82,1.25,3.782456997,0,0,0.693147181,60.8,Morning,29-03-2024,10:31:38
57,3.36429E+12,50.96875,1277.125,66641072,2135.35,44,19561.5,27.6,100.74,17.9,1.337772722,69.2,57,2.302585093,60.8,Morning,29-03-2024,10:32:43
16,3.9525E+12,52.671875,810.125,66642128,2135.4,11,19562,28.4,103.66,3,2.921564177,0,0,0.693147181,60.8,Morning,29-03-2024,10:33:48
20,3.64826E+12,53.03125,750.5,66643060,2135.4,14,19562,29.2,106.58,3.6,2.752490665,0,0,0.693147181,60.8,Morning,29-03-2024,10:34:53
19,3.64826E+12,48.3125,805.25,66645848,2135.45,13,19562.5,29.2,106.58,3.45,2.715961557,0,0,0.693147181,60.8,Morning,29-03-2024,10:38:07
0,3.64826E+12,47.046875,1213,66646528,2135.45,0,19562.5,25.6,93.44,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:39:12
55,3.64826E+12,44.78125,1123.25,66647480,2135.5,42,19562.5,27.6,100.74,12.4,1.52043593,58,46,2.302585093,60.8,Morning,29-03-2024,10:40:17
10,4.27819E+12,50.546875,781.25,66648312,2135.5,6,19563,28.4,103.66,1.8,3.365138332,0,0,0.693147181,60.8,Morning,29-03-2024,10:41:22
43,3.64826E+12,43.75,1114.75,66649128,2135.55,32,19563,27.6,100.74,12.35,1.50667819,72,60,2.302585093,60.8,Morning,29-03-2024,10:42:26
64,3.36429E+12,31.9375,797.375,66649880,2135.55,41,19563,27.6,100.74,10.7,1.366569856,64.4,52,2.302585093,60.8,Morning,29-03-2024,10:43:31
0,3.9525E+12,29.5625,1178.25,66650352,2135.55,0,19563,27.2,99.28,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:44:35
35,4.27819E+12,40.84375,1062.375,66651160,2135.6,30,19563.5,27.2,99.28,8.7,1.726178734,37.6,26,2.302585093,60.8,Morning,29-03-2024,10:45:40
66,4.27819E+12,34.765625,891.5,66651752,2135.6,43,19563.5,27.2,99.28,11.15,1.408506779,55.6,44,1.098612289,60.8,Morning,29-03-2024,10:46:44
53,4.99894E+12,43.390625,1086.375,66652340,2135.6,39,19563.5,28.8,105.12,14.35,1.378943182,50.8,39,1.098612289,60.8,Morning,29-03-2024,10:47:49
39,4.99894E+12,39.65625,1009.5,66652912,2135.65,30,19563.5,29.2,106.58,9.4,1.652632067,40,30,1.098612289,60.8,Morning,29-03-2024,10:48:53
0,4.99894E+12,24.40625,1186.75,66653420,2135.65,0,19564,28.8,105.12,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:49:57
10,5.82118E+12,50.859375,777.875,66654016,2135.65,6,19564,30.4,110.96,1.25,3.709084108,0,0,0.693147181,60.8,Morning,29-03-2024,10:51:01
8,2.85266E+12,38.8125,792.875,66654592,2135.7,6,19564,26,94.9,1.65,3.282363995,0,0,0.693147181,60.8,Morning,29-03-2024,10:52:06
0,3.36429E+12,45.484375,1148.375,66655364,2135.7,0,19564.5,26.4,96.36,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:53:10
54,3.9525E+12,34.375,846.75,66655964,2135.75,38,19564.5,28,102.2,11.9,1.342885195,52,42,2.302585093,60.8,Morning,29-03-2024,10:54:15
22,4.62657E+12,30.765625,778.5,66656516,2135.75,13,19564.5,31.6,115.34,3.6,2.241166712,0,0,0.693147181,60.8,Morning,29-03-2024,10:55:19
57,4.62657E+12,26.859375,917.5,66656952,2135.75,42,19564.5,25.2,91.98,10.6,1.248849062,84.4,71,2.302585093,60.8,Morning,29-03-2024,10:56:23
46,4.62657E+12,19.40625,904.375,66657728,2135.8,32,19565,26,94.9,8.05,1.200058905,74,61,2.302585093,60.8,Morning,29-03-2024,10:57:28
9,5.39667E+12,55.390625,783.375,66658516,2135.8,6,19565,27.6,100.74,1.65,3.521177114,0,0,0.693147181,60.8,Morning,29-03-2024,10:58:33
0,4.99894E+12,53.34375,936,66659500,2135.8,0,19565,28,102.2,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,10:59:38
62,5.39667E+12,59.828125,1515.25,66660392,2135.85,48,19565.5,26.4,96.36,19.7,1.39262195,72,60,2.772588722,60.8,Morning,29-03-2024,11:00:43
39,2.85266E+12,49.5625,1249.75,66661488,2135.85,30,19565.5,26.8,97.82,12.25,1.615280213,43.2,31,1.098612289,60.8,Morning,29-03-2024,11:01:48
57,3.64826E+12,48.46875,1225,66662264,2135.85,43,19565.5,24.8,90.52,15.25,1.425083034,55.6,43,1.098612289,60.8,Morning,29-03-2024,11:02:52
0,3.9525E+12,49.28125,1258.25,66663156,2135.9,0,19566,28,102.2,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,11:03:57
73,4.99894E+12,51,1277.625,66663952,2135.9,56,19566,24,87.6,23.7,1.143799749,80,69,2.772588722,60.8,Morning,29-03-2024,11:05:02
0,3.9525E+12,46.625,1173,66664768,2135.95,0,19566,24.4,89.06,16.95,1.317057326,0,0,1.098612289,60.8,Morning,29-03-2024,11:06:07
62,3.9525E+12,56.9375,1438,66665752,2135.95,48,19566.5,26,94.9,19.55,1.359071689,69.6,58,2.772588722,60.8,Morning,29-03-2024,11:07:12
9,4.27819E+12,50.703125,766.625,66666640,2135.95,6,19566.5,28.4,103.66,1.65,3.457646648,0,0,0.693147181,60.8,Morning,29-03-2024,11:08:16
76,4.99894E+12,47.65625,1202.25,66667032,2136,59,19566.5,25.2,91.98,21.45,1.162906655,71.2,60,1.098612289,60.8,Morning,29-03-2024,11:09:21
65,5.39667E+12,54.484375,1370.25,66667724,2136,50,19567,26,94.9,20.65,1.283534627,70.4,59,2.772588722,60.8,Morning,29-03-2024,11:10:26
37,6.75649E+12,14.3125,692.25,66668480,2136,28,19567,24.4,89.06,4.85,1.371041907,22,18,0.693147181,60.8,Morning,29-03-2024,11:11:30
32,4.62657E+12,46.84375,1112.375,66668936,2136.05,24,19567,24.4,89.06,7.5,1.955352034,55.2,43,2.302585093,60.8,Morning,29-03-2024,11:12:34
9,4.27819E+12,7.078125,754.75,66669768,2136.05,6,19567.5,34.4,125.56,1.25,1.957009042,0,0,0.693147181,60.8,Morning,29-03-2024,11:13:39
0,4.62657E+12,9.15625,796.125,66670280,2136.1,0,19567.5,32,116.8,0,4.840242308,0,0,0.693147181,60.8,Morning,29-03-2024,11:14:43
0,4.62657E+12,29.3125,990.25,66670780,2136.1,0,19567.5,25.6,93.44,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,11:15:48
37,4.99894E+12,47.84375,1198.75,66671520,2136.1,34,19567.5,28.4,103.66,12.25,1.583719388,46,35,1.098612289,60.8,Morning,29-03-2024,11:16:53
0,5.39667E+12,49.71875,1036,66672084,2136.15,0,19568,24.4,89.06,0,4.840242308,0,0,1.098612289,60.8,Morning,29-03-2024,11:17:58
8,4.99894E+12,12.265625,759.375,66672764,2136.15,6,19568,34.8,127.02,1.6,2.286439857,0,0,0.693147181,60.8,Morning,29-03-2024,11:19:02
55,5.82118E+12,44.4375,1119,66674084,2136.2,43,19568.5,27.2,99.28,13,1.479026653,54.4,43,1.098612289,60.8,Morning,29-03-2024,11:22:14
82,4.62657E+12,43.40625,740.875,66676480,2136.25,53,19569,26,94.9,14.35,1.110262889,46,41,2.302585093,60.8,Morning,29-03-2024,11:25:28
10,5.39667E+12,41.4375,754.375,66677324,2136.3,6,19569,26.8,97.82,1.75,3.193558017,0,0,0.693147181,60.8,Morning,29-03-2024,11:26:33
8,3.9525E+12,38.5625,1001.875,66678048,2136.3,6,19569,26,94.9,0,4.840242308,16.4,7,1.098612289,60.8,Morning,29-03-2024,11:27:38
65,4.62657E+12,49.21875,1236.5,66678660,2136.3,50,19569.5,24,87.6,17.65,1.324875981,72.8,61,2.302585093,60.8,Morning,29-03-2024,11:28:42
19,4.99894E+12,55.578125,886.25,66679528,2136.35,0,19569.5,25.6,93.44,0.2,4.840226893,0,0,0.693147181,60.8,Morning,29-03-2024,11:29:47
9,4.99894E+12,45.53125,766.5,66680404,2136.35,6,19569.5,26.4,96.36,1.65,3.34750261,0,0,0.693147181,60.8,Morning,29-03-2024,11:30:52
9,5.39667E+12,49.671875,787.75,66681016,2136.35,6,19570,25.6,93.44,1.65,3.410722209,0,0,0.693147181,60.8,Morning,29-03-2024,11:31:56
67,4.62657E+12,22.453125,1049.25,66681568,2136.4,50,19570,21.6,78.84,16.05,0.851752211,73.6,62,2.302585093,60.8,Morning,29-03-2024,11:33:00
65,4.99894E+12,52,1331.375,66682240,2136.4,49,19570,24.8,90.52,17.9,1.364076717,62.4,49,1.098612289,60.8,Morning,29-03-2024,11:34:05
67,4.62657E+12,37.75,954.875,66683140,2136.4,49,19570.5,26.4,96.36,12.6,1.380417753,60.8,49,1.098612289,60.8,Morning,29-03-2024,11:35:10
63,4.99894E+12,35.328125,1221,66683592,2136.45,48,19570.5,23.2,84.68,17,1.110262889,65.6,53,2.302585093,60.8,Morning,29-03-2024,11:36:14
12,4.99894E+12,0,751,66683960,2136.45,7,19570.5,25.6,93.44,2.15,0,0,0,0.693147181,60.8,Morning,29-03-2024,11:37:18
10,4.99894E+12,0,748.625,66683960,2136.5,6,19570.5,25.6,93.44,1.75,0,0,0,0.693147181,60.8,Morning,29-03-2024,11:38:21
16,4.62657E+12,0,746.25,66683960,2136.5,10,19570.5,25.6,93.44,2,0,0,0,0.693147181,60.8,Morning,29-03-2024,11:39:24
20,4.62657E+12,0,749.375,66683960,2136.5,14,19570.5,25.6,93.44,3.65,0,0,0,0.693147181,60.8,Morning,29-03-2024,11:40:28
25,3.09945E+12,0,751.5,66683976,2136.55,18,19571,25.2,91.98,4.75,0,0,0,0.693147181,60.8,Morning,29-03-2024,11:44:45
53,3.01212E+11,3.71875,676.625,66684644,2136.65,41,19571.5,22.8,83.22,8.05,0.213724329,27.6,22,0.693147181,60.8,Evening,29-03-2024,22:48:02
48,4.71045E+11,10.453125,914.5,66684712,2136.65,37,19571.5,26.4,96.36,11,0.660389922,46.8,38,1.098612289,60.8,Evening,29-03-2024,22:49:05
26,7.93236E+11,0,748.25,66684836,2136.65,19,19571.5,24.4,89.06,4.85,0,0,0,0.693147181,60.8,Evening,29-03-2024,22:50:08
29,1.1721E+12,0,725.5,66684836,2136.7,22,19571.5,24.4,89.06,5.35,0,0,8,0.693147181,60.8,Evening,29-03-2024,22:51:12
26,8.76389E+11,0,749.75,66684876,2136.7,19,19571.5,24.8,90.52,4.85,0,0,0,0.693147181,60.8,Evening,29-03-2024,23:07:33
25,1.28796E+12,0,749.625,66684876,2136.7,18,19572,24.8,90.52,3.45,0,0,0,0.693147181,60.8,Evening,29-03-2024,23:08:36
32,1.6962E+12,0,739.375,66684876,2136.75,23,19572,24.8,90.52,4.35,0,0,0,0.693147181,60.8,Evening,29-03-2024,23:09:39
21,2.21045E+12,5.40625,781.125,66684876,2136.75,14,19572,27.6,100.74,3.65,0.944787067,0,0,0.693147181,60.8,Evening,29-03-2024,23:10:43
26,2.85266E+12,1.296875,750.5,66684896,2136.8,19,19572,26,94.9,3.6,0.31275571,0,0,0.693147181,60.8,Evening,29-03-2024,23:12:56
25,3.64826E+12,0,750.5,66684896,2136.8,18,19572,26.4,96.36,4.7,0,0,0,0.693147181,60.8,Evening,29-03-2024,23:14:00
26,1.6962E+12,0,755.25,66684896,2136.9,19,19572.5,28.4,103.66,4.85,0,0,0,0.693147181,60.8,Evening,29-03-2024,23:48:51
26,9.6689E+11,0,749.625,66684924,2136.9,19,19572.5,25.6,93.44,4.85,0,0,0,0.693147181,60.8,Late Night,30-03-2024,00:34:44
0,1.54933E+12,6.890625,904,66684960,2136.9,0,19572.5,24,87.6,0,4.840242308,0,0,1.098612289,60.8,Late Night,30-03-2024,00:35:47
26,2.40912E+12,0,750.125,66685004,2136.95,19,19572.5,26.4,96.36,4.8,0,0,0,0.693147181,60.8,Late Night,30-03-2024,00:36:51
22,2.85266E+12,0,726.625,66685048,2136.95,0,19572.5,24.8,90.52,0,4.840242308,0,0,2.772588722,60.8,Late Night,30-03-2024,00:37:54
21,8.76389E+11,8.109375,1385.25,66685088,2137,13,19573,25.6,93.44,6.05,0.844223955,26.8,14,1.098612289,60.8,Late Night,30-03-2024,01:18:07
49,1.41348E+12,12.640625,1116,66685200,2137,36,19573,25.2,91.98,13.5,0.647185045,48.4,37,1.098612289,60.8,Late Night,30-03-2024,01:19:10
49,2.21045E+12,10.359375,680.875,66685444,2137,39,19573,24.4,89.06,8.05,0.808322642,30.8,39,2.302585093,60.8,Late Night,30-03-2024,01:20:14
